budget,genre,id,original_language,popularity,revenue,runtime,title,vote_average,vote_count,Main_Actor,Popularity_Actor,Main_Actress,Popularity_Actress,Director,Popularity_Director,release_year,release_month,release_day
59000000,Animation,425,en,119.655,383257136,81,Ice Age,7.351,12411,Ray Romano,10.998,,,Chris Wedge,6.476,2002,3,10
25000000,Romance,293863,en,119.601,65663276,112,The Age of Adaline,7.469,6147,Michiel Huisman,31.03,Blake Lively,15.165,Lee Toland Krieger,1.973,2015,4,16
150000000,Animation,109445,en,119.499,1274219009,102,Frozen,7.245,15628,Jonathan Groff,9.458,Kristen Bell,28.103,Chris Buck,7.755,2013,11,20
365000000,Action,99861,en,119.201,1405403694,141,Avengers: Age of Ultron,7.274,21909,Robert Downey Jr.,46.048,Scarlett Johansson,61.259,Joss Whedon,12.43,2015,4,22
24000000,Fantasy,4935,ja,118.771,236049757,119,Howl's Moving Castle,8.404,8865,Takuya Kimura,13.079,Chieko Baisho,4.539,Hayao Miyazaki,19.254,2004,9,9
20000000,Action,899112,en,118.561,75734910,112,Violent Night,7.459,1649,David Harbour,31.694,Alex Hassell,33.63,Tommy Wirkola,5.282,2022,11,30
30000000,Animation,862,en,118.482,394400000,81,Toy Story,7.97,17313,Tom Hanks,87.332,,,John Lasseter,8.303,1995,10,30
1200000,Horror,176,en,118.341,103911669,103,Saw,7.4,8575,Cary Elwes,42.107,Monica Potter,21.093,James Wan,29.436,2004,10,1
140000000,Adventure,22,en,117.748,655011224,143,Pirates of the Caribbean: The Curse of the Black Pearl,7.796,19406,Johnny Depp,46.375,Keira Knightley,38.999,Gore Verbinski,6.933,2003,7,9
85000000,Action,22538,en,117.539,48000000,113,Scott Pilgrim vs. the World,7.5,7243,Michael Cera,56.875,Mary Elizabeth Winstead,60.264,Edgar Wright,24.87,2010,8,12
170000000,Science Fiction,119450,en,117.467,710644566,130,Dawn of the Planet of the Apes,7.309,10428,Andy Serkis,24.559,Keri Russell,18.712,Matt Reeves,9.664,2014,6,26
55000000,Drama,337167,en,115.037,368307760,105,Fifty Shades Freed,6.712,7575,Jamie Dornan,44.696,Dakota Johnson,59.743,James Foley,9.372,2018,1,17
185000000,Action,436969,en,114.991,168717425,132,The Suicide Squad,7.6,7809,Idris Elba,31.632,Margot Robbie,52.468,James Gunn,16.03,2021,7,28
260000000,Animation,38757,en,114.767,592461732,100,Tangled,7.602,10648,Zachary Levi,20.425,Mandy Moore,16.055,Byron Howard,5.104,2010,11,24
175000000,Animation,14160,en,114.731,735099082,96,Up,7.952,19038,Ed Asner,20.926,,,Pete Docter,9.838,2009,5,28
120000000,Action,335787,en,114.533,407141258,116,Uncharted,6.99,5185,Tom Holland,62.106,Sophia Ali,12.194,Ruben Fleischer,5.175,2022,2,10
80000000,Comedy,109418,en,114.455,247022278,101,Grown Ups 2,6.12,3971,Adam Sandler,78.8,Salma Hayek Pinault,23.714,Dennis Dugan,17.163,2013,7,11
250000000,Adventure,271110,en,114.332,1155046416,147,Captain America: Civil War,7.442,21679,Chris Evans,42.875,Scarlett Johansson,61.259,Anthony Russo,6.694,2016,4,27
150000000,Family,330457,en,114.176,1450000000,103,Frozen II,7.269,9131,Josh Gad,42.244,Idina Menzel,15.12,Chris Buck,7.755,2019,11,20
165000000,Comedy,10192,en,114.144,752600867,93,Shrek Forever After,6.354,6829,Mike Myers,19.713,Cameron Diaz,27.823,Mike Mitchell,9.73,2010,5,16
200000000,Comedy,337404,en,113.599,233503234,134,Cruella,8.048,8596,Joel Fry,28.297,Emma Stone,63.298,Craig Gillespie,12.068,2021,5,26
25000000,Action,646389,en,113.346,51000000,107,Plane,6.989,1847,Gerard Butler,41.305,,,Jean-François Richet,4.484,2023,1,12
25000000,Drama,278,en,113.262,28341469,142,The Shawshank Redemption,8.705,24955,Tim Robbins,30.34,,,Frank Darabont,11.811,1994,9,23
165000000,Adventure,177572,en,113.248,657827828,102,Big Hero 6,7.735,14836,Scott Adsit,15.166,Jamie Chung,19.039,Chris Williams,4.274,2014,10,24
180000000,Action,284053,en,113.215,855301806,131,Thor: Ragnarok,7.595,19677,Chris Hemsworth,29.701,Cate Blanchett,28.918,Taika Waititi,28.846,2017,10,2
200000000,Fantasy,338953,en,113.068,406950844,142,Fantastic Beasts: The Secrets of Dumbledore,6.702,3906,Eddie Redmayne,20.185,,,David Yates,9.155,2022,4,6
40000000,Romance,3933,en,112.91,118100000,77,Corpse Bride,7.542,8449,Johnny Depp,46.375,Helena Bonham Carter,24.892,Tim Burton,15.884,2005,9,12
90000000,Animation,863,en,112.265,497366869,92,Toy Story 2,7.588,13021,Tom Hanks,87.332,Joan Cusack,30.573,John Lasseter,8.303,1999,10,30
58000000,Action,293660,en,111.863,783100000,108,Deadpool,7.607,29076,Ryan Reynolds,54.602,Morena Baccarin,29.223,Tim Miller,4.304,2016,2,9
150000000,Animation,269149,en,111.222,1023784195,109,Zootopia,7.747,15372,Jason Bateman,39.341,Ginnifer Goodwin,18.748,Byron Howard,5.104,2016,2,11
68000000,War,228150,en,110.822,211817906,135,Fury,7.522,11143,Brad Pitt,45.393,,,David Ayer,8.467,2014,10,15
50000000,Crime,1830,en,110.089,72617068,122,Lord of War,7.29,4326,Nicolas Cage,70.189,Bridget Moynahan,23.482,Andrew Niccol,7.75,2005,9,16
200000000,Action,399566,en,110.072,470116094,114,Godzilla vs. Kong,7.7,9166,Alexander Skarsgård,37.761,Millie Bobby Brown,54.895,Adam Wingard,4.584,2021,3,24
100000000,Crime,106646,en,109.952,392000000,180,The Wolf of Wall Street,8.035,22459,Leonardo DiCaprio,42.545,Margot Robbie,52.468,Martin Scorsese,28.637,2013,12,25
150000000,Animation,508442,en,109.334,136384442,101,Soul,8.148,9606,Jamie Foxx,36.978,Tina Fey,23.513,Pete Docter,9.838,2020,12,25
150000000,Adventure,118,en,108.953,474968763,115,Charlie and the Chocolate Factory,7,14098,Johnny Depp,46.375,Helena Bonham Carter,24.892,Tim Burton,15.884,2005,7,13
125000000,Family,136799,en,108.211,346900000,92,Trolls,6.663,3346,Justin Timberlake,12.405,Anna Kendrick,41.718,Mike Mitchell,9.73,2016,10,13
48000000,Thriller,260346,en,108.177,325771424,109,Taken 3,6.234,5409,Liam Neeson,97.057,Maggie Grace,18.092,Olivier Megaton,6.144,2014,12,16
116000000,Science Fiction,335983,en,108.11,856085151,112,Venom,6.827,14858,Tom Hardy,66.646,Michelle Williams,27.345,Ruben Fleischer,5.175,2018,9,28
82000000,Animation,459151,en,106.964,146745280,107,The Boss Baby: Family Business,7.438,2322,Alec Baldwin,17.202,Amy Sedaris,10.845,Tom McGrath,8.123,2021,7,1
35000000,Comedy,18785,en,106.831,469310836,100,The Hangover,7.313,15948,Bradley Cooper,28.364,Heather Graham,46.505,Todd Phillips,7.44,2009,6,2
40000000,Action,324552,en,105.903,171539887,122,John Wick: Chapter 2,7.324,12149,Keanu Reeves,83.73,,,Chad Stahelski,13.593,2017,2,8
65000000,Action,60747,en,105.756,44806783,93,Red Dawn,5.665,1469,Chris Hemsworth,29.701,Isabel Lucas,13.1,Dan Bradley,5.739,2012,3,15
37000000,Fantasy,8966,en,105.523,393616788,122,Twilight,6.288,12746,Robert Pattinson,44.498,Kristen Stewart,38.036,Catherine Hardwicke,5.244,2008,11,20
95000000,Adventure,32657,en,104.312,226497209,118,Percy Jackson & the Olympians: The Lightning Thief,6.212,7015,Logan Lerman,22.361,Alexandra Daddario,53.611,Chris Columbus,16.603,2010,2,1
200000000,Animation,49013,en,104.107,559852396,106,Cars 2,6.084,7192,Larry the Cable Guy,11.971,Emily Mortimer,26.835,John Lasseter,8.303,2011,6,11
110000000,Action,39254,en,104.029,299268508,127,Real Steel,6.984,7653,Hugh Jackman,43.897,Evangeline Lilly,36.405,Shawn Levy,20.259,2011,9,28
94000000,Adventure,122,en,103.969,1118888979,201,The Lord of the Rings: The Return of the King,8.475,22585,Elijah Wood,25.806,,,Peter Jackson,20.163,2003,12,1
90000000,Action,718930,en,103.51,239268602,126,Bullet Train,7.495,4964,Brad Pitt,45.393,Joey King,90.115,David Leitch,8.36,2022,8,3
15800000,Action,635302,ja,102.932,503063688,117,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,8.257,3486,Natsuki Hanae,10.341,Akari Kito,14.899,Haruo Sotozaki,5.576,2020,10,16
175000000,Action,315635,en,102.52,880166924,133,Spider-Man: Homecoming,7.343,20649,Tom Holland,62.106,Marisa Tomei,31.574,Jon Watts,6.932,2017,7,5
55000000,Comedy,13,en,102.112,677387716,142,Forrest Gump,8.476,25669,Tom Hanks,87.332,Robin Wright,39.674,Robert Zemeckis,8.925,1994,6,23
150000000,Drama,6479,en,101.931,585410052,101,I Am Legend,7.201,14805,Will Smith,41.148,Alice Braga,24.629,Francis Lawrence,19.444,2007,12,12
90000000,Animation,10674,en,101.898,304320254,88,Mulan,7.915,8998,Eddie Murphy,46.935,Ming-Na Wen,24.179,Tony Bancroft,2.422,1998,6,18
10000000,Drama,776503,en,101.466,1600000,112,CODA,7.964,1960,Troy Kotsur,2.833,Emilia Jones,14.667,Siân Heder,2.151,2021,8,11
11000000,Adventure,11,en,101.308,775398007,121,Star Wars,8.204,19324,Mark Hamill,67.154,Carrie Fisher,9.998,George Lucas,17.612,1977,5,25
175000000,Animation,260514,en,101.299,383925276,102,Cars 3,6.855,5320,Owen Wilson,57.575,Cristela Alonzo,9.343,Brian Fee,3.454,2017,6,15
13000000,Horror,138843,en,100.92,320406242,112,The Conjuring,7.542,10823,Patrick Wilson,38.366,Vera Farmiga,42.156,James Wan,29.436,2013,7,18
150000000,Action,345940,en,100.913,530517320,113,The Meg,6.255,7139,Jason Statham,143.451,Li Bingbing,18.793,Jon Turteltaub,7.75,2018,8,9
12500000,Drama,14574,en,100.551,20416563,94,The Boy in the Striped Pyjamas,7.852,6606,Asa Butterfield,48.781,Vera Farmiga,42.156,Mark Herman,3.671,2008,5,7
200000000,Action,102382,en,100.199,708962323,141,The Amazing Spider-Man 2,6.501,12450,Andrew Garfield,34.121,Emma Stone,63.298,Marc Webb,7.264,2014,4,16
200000000,Action,260513,en,99.282,1242805359,118,Incredibles 2,7.478,12151,Craig T. Nelson,15.337,Holly Hunter,26.742,Brad Bird,8.302,2018,6,14
17000000,Action,1880,en,98.753,38376497,114,Red Dawn,6.3,712,Patrick Swayze,31.937,Lea Thompson,16.023,John Milius,7.692,1984,8,10
30000000,Comedy,792293,en,98.504,14048963,104,Dumb Money,6.652,99,Paul Dano,30.832,Shailene Woodley,31.565,Craig Gillespie,12.068,2023,9,15
150000000,Action,566525,en,98.279,432243292,132,Shang-Chi and the Legend of the Ten Rings,7.6,8607,Simu Liu,11.875,Awkwafina,35.565,Destin Daniel Cretton,4.545,2021,9,1
165000000,Science Fiction,438631,en,97.714,402027830,155,Dune,7.8,9595,Timothée Chalamet,66.646,Rebecca Ferguson,56.135,Denis Villeneuve,16.977,2021,9,15
103000000,Action,98,en,97.333,465361176,155,Gladiator,8.211,17164,Russell Crowe,48.088,Connie Nielsen,33.217,Ridley Scott,22.035,2000,5,4
58000000,Drama,453,en,97.143,316800000,135,A Beautiful Mind,7.854,9559,Russell Crowe,48.088,Jennifer Connelly,128.046,Ron Howard,27.345,2001,12,14
79000000,Adventure,121,en,96.731,926287400,179,The Lord of the Rings: The Two Towers,8.387,20474,Elijah Wood,25.806,,,Peter Jackson,20.163,2002,12,18
10000000,Horror,298250,en,96.663,102952888,92,Jigsaw,6.228,3417,Matt Passmore,14.66,Hannah Anderson,13.474,Michael Spierig,4.458,2017,10,25
34000000,Action,445651,en,96.344,41142379,105,The Darkest Minds,7,2651,Harris Dickinson,35.695,Mandy Moore,16.055,Jennifer Yuh Nelson,1.48,2018,7,25
94000000,Animation,12,en,96.278,940335536,100,Finding Nemo,7.825,18212,Albert Brooks,42.19,Ellen DeGeneres,7.334,Andrew Stanton,22.089,2003,5,30
125000000,Science Fiction,98566,en,96.206,485004754,101,Teenage Mutant Ninja Turtles,5.903,6436,Will Arnett,17.835,Megan Fox,29.094,Jonathan Liebesman,11.304,2014,8,7
68000000,Comedy,214756,en,95.98,215863606,115,Ted 2,6.289,6962,Mark Wahlberg,27.242,Amanda Seyfried,55.54,Seth MacFarlane,15.971,2015,6,25
110000000,Action,383498,en,95.91,785896609,120,Deadpool 2,7.491,16461,Ryan Reynolds,54.602,Morena Baccarin,29.223,David Leitch,8.36,2018,5,10
55000000,Action,458156,en,95.84,326709727,131,John Wick: Chapter 3 - Parabellum,7.448,9836,Keanu Reeves,83.73,Halle Berry,39.677,Chad Stahelski,13.593,2019,5,15
24000000,Horror,646385,en,95.67,140041405,114,Scream,6.7,2868,Mason Gooding,13.709,Melissa Barrera,26.108,Matt Bettinelli-Olpin,3.186,2022,1,12
92000000,Action,9806,en,95.407,631442092,115,The Incredibles,7.705,16726,Craig T. Nelson,15.337,Holly Hunter,26.742,Brad Bird,8.302,2004,10,27
7000000,Drama,400928,en,95.389,40343446,101,Gifted,8.044,5037,Chris Evans,42.875,Mckenna Grace,62.516,Marc Webb,7.264,2017,4,12
37000000,Comedy,12153,en,95.062,113086475,109,White Chicks,6.925,3537,Shawn Wayans,13.201,Faune Chambers,4.705,Keenen Ivory Wayans,10.407,2004,6,23
79000000,Horror,474350,en,94.86,473122525,169,It Chapter Two,6.85,8140,James McAvoy,23.668,Jessica Chastain,22.702,Andy Muschietti,7.153,2019,9,4
260000000,Adventure,420818,en,94.832,1663075401,118,The Lion King,7.123,9411,Chiwetel Ejiofor,49.967,Alfre Woodard,7.642,Jon Favreau,26.315,2019,7,12
19000000,Comedy,4247,en,94.823,278019771,88,Scary Movie,6.349,6459,Jon Abrahams,10.805,Anna Faris,17.16,Keenen Ivory Wayans,10.407,2000,7,7
6500000,Adventure,818110,en,94.409,492000,125,The Magic Flute,6.446,74,Jack Wolfe,9.726,Jeanne Goursaud,13.516,Florian Sigl,1.388,2022,9,30
63000000,Action,603,en,94.31,463517383,136,The Matrix,8.208,24088,Keanu Reeves,83.73,Carrie-Anne Moss,25.218,Lilly Wachowski,8.751,1999,3,30
139000000,Fantasy,557,en,93.834,821708551,121,Spider-Man,7.282,17813,Tobey Maguire,35.573,Kirsten Dunst,36.159,Sam Raimi,29.261,2002,5,1
65000000,Animation,529203,en,93.64,215905815,95,The Croods: A New Age,7.517,3548,Nicolas Cage,70.189,Emma Stone,63.298,Joel Crawford,7.483,2020,11,25
20000000,Horror,602734,en,93.623,40618920,93,Spiral: From the Book of Saw,5.997,1750,Chris Rock,29.291,Marisol Nichols,30.055,Darren Lynn Bousman,6.165,2021,5,12
170000000,Science Fiction,373571,en,93.484,386600138,132,Godzilla: King of the Monsters,6.674,5540,Kyle Chandler,29.274,Vera Farmiga,42.156,Michael Dougherty,5.802,2019,5,29
160000000,Fantasy,810,en,93.308,813367380,93,Shrek the Third,6.289,8411,Mike Myers,19.713,Cameron Diaz,27.823,Chris Miller,4.967,2007,5,17
11363000,Comedy,496243,ko,93.239,257591776,133,Parasite,8.515,16661,Song Kang-ho,14.739,Cho Yeo-jeong,18.538,Bong Joon-ho,12.197,2019,5,30
300000000,Action,141052,en,93.165,657926987,120,Justice League,6.095,12336,Ben Affleck,19.855,Amy Adams,42.932,Joss Whedon,12.43,2017,11,15
80000000,Comedy,38365,en,93.006,271430189,102,Grown Ups,6.364,5631,Adam Sandler,78.8,,,Dennis Dugan,17.163,2010,6,24
78000000,Drama,615777,en,92.959,63363579,189,Babylon,7.439,2369,Brad Pitt,45.393,Margot Robbie,52.468,Damien Chazelle,11.954,2022,12,22
25000000,Drama,50014,en,92.955,216639112,146,The Help,8.202,7618,,,Emma Stone,63.298,Tate Taylor,15.668,2011,8,9
160000000,Action,124905,en,92.76,529076069,123,Godzilla,6.293,8452,Aaron Taylor-Johnson,35.899,Elizabeth Olsen,38.92,Gareth Edwards,15.065,2014,5,14
150000000,Adventure,10195,en,92.705,449326618,115,Thor,6.767,20146,Chris Hemsworth,29.701,Natalie Portman,46.511,Kenneth Branagh,56.816,2011,4,21
50000000,Action,724495,en,92.665,97300000,135,The Woman King,7.722,1777,John Boyega,9.595,Viola Davis,18.383,Gina Prince-Bythewood,3.254,2022,9,16
102000000,Action,280,en,92.615,520000000,137,Terminator 2: Judgment Day,8.106,11882,Arnold Schwarzenegger,49.862,Linda Hamilton,20.611,James Cameron,31.086,1991,7,3
48000000,Adventure,89,en,92.571,474171806,127,Indiana Jones and the Last Crusade,7.85,9405,Harrison Ford,59.531,Alison Doody,16.501,Steven Spielberg,32.328,1989,5,24
20000000,Horror,41439,en,91.55,136151680,90,Saw 3D,5.997,2772,Tobin Bell,21.702,Betsy Russell,7.762,Kevin Greutert,6.386,2010,10,22
100000000,Adventure,11688,en,91.461,169327687,78,The Emperor's New Groove,7.55,6171,David Spade,19.418,Eartha Kitt,11.82,Mark Dindal,5.683,2000,12,15
12000000,Horror,9552,en,91.347,441405644,122,The Exorcist,7.724,7425,Jason Miller,7.666,Ellen Burstyn,18.371,William Friedkin,6.393,1973,12,26
130000000,Action,9502,en,91,631744560,90,Kung Fu Panda,7.247,10616,Jack Black,40.789,Angelina Jolie,30.298,Mark Osborne,2.583,2008,6,4
18000000,Horror,602223,en,90.584,76994245,103,The Forever Purge,7.022,2264,Josh Lucas,14.726,Ana de la Reguera,11.826,Everardo Gout,2.374,2021,6,30
155000000,Science Fiction,87101,en,90.185,440603537,126,Terminator Genisys,5.924,7929,Arnold Schwarzenegger,49.862,Emilia Clarke,65.841,Alan Taylor,6.5,2015,6,23
100000,Horror,420634,en,90.109,416300,84,Terrifier,6.502,1770,David Howard Thornton,17.592,Jenna Kanell,17.223,Damien Leone,7.993,2018,1,25
50000000,Action,739405,en,90.004,37846713,114,Operation Fortune: Ruse de Guerre,6.572,1103,Jason Statham,143.451,Aubrey Plaza,49.263,Guy Ritchie,23.997,2023,1,4
62000000,Drama,9769,en,89.935,1071255,137,Lolita,7.141,1599,Jeremy Irons,28.822,Dominique Swain,14.619,Adrian Lyne,6.569,1997,9,27
129000000,Animation,166428,en,89.915,524580592,104,How to Train Your Dragon: The Hidden World,7.758,5882,Jay Baruchel,20.097,America Ferrera,19.056,Dean DeBlois,3.237,2019,1,3
75000000,Family,953,en,89.721,542063846,86,Madagascar,6.896,10188,Ben Stiller,25.914,Jada Pinkett Smith,22.972,Eric Darnell,3.636,2005,5,25
3000000,Drama,785084,en,89.663,55101305,117,The Whale,7.927,3093,Brendan Fraser,27.197,Sadie Sink,28.05,Darren Aronofsky,11.612,2022,12,9
130000000,Science Fiction,70981,en,89.312,403354469,124,Prometheus,6.539,11365,Michael Fassbender,74.78,Noomi Rapace,39.816,Ridley Scott,22.035,2012,5,30
75000000,Animation,335797,en,88.975,634151679,108,Sing,7.115,7505,Matthew McConaughey,56.573,Reese Witherspoon,42.739,Garth Jennings,7.813,2016,11,23
160000000,Action,429617,en,88.817,1131927996,129,Spider-Man: Far From Home,7.444,14634,Tom Holland,62.106,Marisa Tomei,31.574,Jon Watts,6.932,2019,6,28
75000000,Action,526896,en,88.505,167500000,105,Morbius,6.09,3758,Jared Leto,24.272,Adria Arjona,24.335,Daniel Espinosa,4.669,2022,3,30
165000000,Animation,5255,en,87.889,310634054,100,The Polar Express,6.706,5750,Tom Hanks,87.332,Leslie Zemeckis,4.08,Robert Zemeckis,8.925,2004,11,10
200000000,Action,72190,en,87.871,531865000,116,World War Z,6.809,14540,Brad Pitt,45.393,Mireille Enos,18.173,Marc Forster,3.988,2013,6,20
13000000,Drama,77338,fr,87.808,426588510,113,The Intouchables,8.28,16252,François Cluzet,7.29,Anne Le Ny,5.579,Éric Toledano,4.056,2011,11,2
160000000,Action,512195,en,87.803,178143,118,Red Notice,6.794,5213,Dwayne Johnson,54.688,Gal Gadot,61.791,Rawson Marshall Thurber,6.563,2021,11,4
120000000,Adventure,50620,en,87.764,829747654,115,The Twilight Saga: Breaking Dawn - Part 2,6.469,8413,Robert Pattinson,44.498,Kristen Stewart,38.036,Bill Condon,4.825,2012,11,13
25000000,Action,545611,en,87.62,139200000,140,Everything Everywhere All at Once,7.821,5376,Ke Huy Quan,21.06,Michelle Yeoh,49.647,Daniel Scheinert,6.926,2022,3,24
80000000,Animation,11544,en,87.149,273144151,85,Lilo & Stitch,7.518,5718,Chris Sanders,6.586,Daveigh Chase,13.408,Chris Sanders,6.586,2002,6,21
13000000,Drama,240,en,87.044,102600000,202,The Godfather Part II,8.589,11450,Al Pacino,56.209,Diane Keaton,29.648,Francis Ford Coppola,11.691,1974,12,20
200000000,Action,68721,en,87.031,1215577205,130,Iron Man 3,6.927,21195,Robert Downey Jr.,46.048,Gwyneth Paltrow,20.928,Shane Black,10.353,2013,4,18
70000000,Action,7451,en,86.979,277448382,124,xXx,5.921,3900,Vin Diesel,62.158,Asia Argento,18.827,Rob Cohen,10.616,2002,8,9
105000000,Romance,10198,en,86.976,270997378,98,The Princess and the Frog,7.202,5122,Bruno Campos,14.484,Anika Noni Rose,17.072,Ron Clements,6.167,2009,12,8
40000000,Animation,10144,en,86.911,211343479,83,The Little Mermaid,7.355,7385,Samuel E. Wright,4.266,Jodi Benson,16.184,Ron Clements,6.167,1989,11,17
200000000,Animation,508943,en,86.895,49750471,101,Luca,7.856,7727,Jacob Tremblay,33.56,Emma Berman,3.441,Enrico Casarosa,2.213,2021,6,17
60000000,Fantasy,497,en,86.87,286801374,189,The Green Mile,8.509,16144,Tom Hanks,87.332,Bonnie Hunt,20.254,Frank Darabont,11.811,1999,12,10
230000000,Adventure,166426,en,86.717,795922298,128,Pirates of the Caribbean: Dead Men Tell No Tales,6.647,11260,Johnny Depp,46.375,Kaya Scodelario,28.679,Joachim Rønning,4.798,2017,5,23
110000000,Adventure,50619,en,86.506,712171856,117,The Twilight Saga: Breaking Dawn - Part 1,6.204,8293,Robert Pattinson,44.498,Kristen Stewart,38.036,Bill Condon,4.825,2011,11,16
190000000,Action,168259,en,86.435,1515341399,137,Furious 7,7.236,10064,Vin Diesel,62.158,Michelle Rodriguez,18.83,James Wan,29.436,2015,4,1
150000000,Action,135397,en,86.372,1671537444,124,Jurassic World,6.683,19526,Chris Pratt,80.937,Bryce Dallas Howard,25.693,Colin Trevorrow,5,2015,6,6
75000000,Animation,35,en,86.031,527068851,87,The Simpsons Movie,6.999,7492,Dan Castellaneta,27.677,Julie Kavner,17.041,David Silverman,5.219,2007,7,25
25000000,Action,8681,en,85.883,226830568,94,Taken,7.39,10523,Liam Neeson,97.057,Maggie Grace,18.092,Pierre Morel,4.898,2008,2,18
25000000,Romance,10020,en,85.812,424967620,84,Beauty and the Beast,7.734,9341,Robby Benson,16.201,Robby Benson,9.82,Gary Trousdale,5.454,1991,10,22
132000000,Family,270946,en,85.68,373552094,92,Penguins of Madagascar,6.522,3860,Tom McGrath,8.123,,,Eric Darnell,3.636,2014,11,22
40000000,Horror,346364,en,85.592,701800000,135,It,7.243,18175,Jaeden Martell,20.376,Sophia Lillis,44.346,Andy Muschietti,7.153,2017,9,6
